32000, -2.336510e-05
31990, -2.002730e-05
31980, -2.956400e-05
31970, -2.670300e-05
31960, -2.479560e-05
31950, -2.717980e-05
31940, -2.717980e-05
31930, -3.004090e-05
31920, -2.574930e-05
31910, -2.574930e-05
31900, -2.717980e-05
31890, -2.527250e-05
31880, -2.145780e-05
31870, -2.622620e-05
31860, -2.717980e-05
31850, -2.574930e-05
31840, -2.717980e-05
31830, -3.004090e-05
31820, -2.717980e-05
31810, -2.765670e-05
31800, -2.527250e-05
31790, -2.622620e-05
31780, -2.861030e-05
31770, -2.908720e-05
31760, -2.765670e-05
31750, -2.861030e-05
31740, -3.004090e-05
31730, -2.765670e-05
31720, -2.527250e-05
31710, -2.670300e-05
31700, -2.622620e-05
31690, -2.574930e-05
31680, -2.670300e-05
31670, -3.051780e-05
31660, -3.242520e-05
31650, -2.622620e-05
31640, -2.431880e-05
31630, -2.574930e-05
31620, -2.574930e-05
31610, -2.241150e-05
31600, -2.288830e-05
31590, -2.479560e-05
31580, -2.193460e-05
31570, -1.955040e-05
31560, -2.431880e-05
31550, -2.479560e-05
31540, -2.765670e-05
31530, -2.336510e-05
31520, -2.861030e-05
31510, -2.622620e-05
31500, -2.193460e-05
31490, -2.527250e-05
31480, -2.574930e-05
31470, -2.384200e-05
31460, -2.479560e-05
31450, -2.670300e-05
31440, -2.574930e-05
31430, -2.479560e-05
31420, -2.193460e-05
31410, -2.670300e-05
31400, -2.670300e-05
31390, -2.956400e-05
31380, -2.622620e-05
31370, -2.002730e-05
31360, -2.431880e-05
31350, -2.813350e-05
31340, -2.527250e-05
31330, -2.431880e-05
31320, -2.670300e-05
31310, -2.527250e-05
31300, -2.670300e-05
31290, -2.670300e-05
31280, -2.813350e-05
31270, -2.622620e-05
31260, -2.145780e-05
31250, -2.193460e-05
31240, -1.907360e-05
31230, -2.050410e-05
31220, -1.907360e-05
31210, -2.574930e-05
31200, -2.717980e-05
31190, -2.527250e-05
31180, -2.527250e-05
31170, -2.813350e-05
31160, -2.574930e-05
31150, -2.002730e-05
31140, -1.907360e-05
31130, -1.907360e-05
31120, -2.002730e-05
31110, -2.479560e-05
31100, -2.479560e-05
31090, -2.574930e-05
31080, -2.002730e-05
31070, -2.193460e-05
31060, -2.193460e-05
31050, -2.145780e-05
31040, -2.002730e-05
31030, -2.384200e-05
31020, -2.288830e-05
31010, -2.336510e-05
31000, -2.336510e-05
30990, -1.955040e-05
30980, -2.193460e-05
30970, -2.336510e-05
30960, -3.004090e-05
30950, -2.431880e-05
30940, -2.098100e-05
30930, -2.145780e-05
30920, -2.002730e-05
30910, -2.241150e-05
30900, -2.288830e-05
30890, -2.193460e-05
30880, -2.098100e-05
30870, -2.288830e-05
30860, -1.907360e-05
